Content Description	ScOT ID	ScOT Label
AC9HS4K02	5928	Exploration
AC9HS4K02	5929	Explorers
AC9HS4K03	2029	Convicts
AC9HS4K03	2031	Penal transportation
AC9HS4K03	266	Aboriginal history
AC9HS4K03	4006	Colonies
AC9HS4K03	4611	Cultural interaction
AC9HS4K03	6877	Torres Strait Islander history
AC9HS4K04	266	Aboriginal history
AC9HS4K04	4611	Cultural interaction
AC9HS4K04	6877	Torres Strait Islander history
AC9HS4K05	1248	Habitats
AC9HS4K05	2500	Climate
AC9HS4K05	4319	Environmental stewardship
AC9HS4K05	8449	Vegetation
AC9HS4K05	867	Water resources
AC9HS4K05	9818	Australia
AC9HS4K06	1050	Sustainable development
AC9HS4K06	13164	Aboriginal and Torres Strait Islander peoples
AC9HS4K06	1404	Attitudes
AC9HS4K06	2459	Environmental management
AC9HS4K06	280	Land custodianship
AC9HS4K06	4319	Environmental stewardship
AC9HS4K07	2361	Ethics
AC9HS4K07	264	Communities
AC9HS4K07	658	Law
AC9HS4K08	264	Communities
AC9HS4K08	3472	Social services
AC9HS4K08	4180	Waste management
AC9HS4K08	4515	Local government
AC9HS4K08	6244	Recreational facilities
AC9HS4K08	7402	Parks and reserves
AC9HS4K09	11032	Religious faiths
AC9HS4K09	264	Communities
AC9HS4K09	278	Cultural identity
AC9HS4K09	362	Personal identity
AC9HS4S01	10745	Inquiry-based learning
AC9HS4S01	15002	Historical inquiry
AC9HS4S01	15059	Research questions
AC9HS4S02	12035	Chronological order
AC9HS4S02	15004	Historical sources
AC9HS4S02	1656	Data representation
AC9HS4S02	1877	Maps (Geographic location)
AC9HS4S02	4828	Data collection
AC9HS4S02	9261	Information retrieval
AC9HS4S03	1383	Artefacts
AC9HS4S03	1877	Maps (Geographic location)
AC9HS4S03	7111	Information literacy
AC9HS4S04	1190	Right angles
AC9HS4S04	1404	Attitudes
AC9HS4S04	4825	Data analysis
AC9HS4S04	7608	Reasoning
AC9HS4S04	786	Beliefs
AC9HS4S05	4825	Data analysis
AC9HS4S05	4887	Judgement
AC9HS4S06	16627	Action projects
AC9HS4S06	4411	Conversations
AC9HS4S06	4587	Decision making
AC9HS4S06	576	Active citizenship
AC9HS4S07	1656	Data representation
AC9HS4S07	3998	Word meanings
AC9HS4S07	4161	Creating texts
AC9HS4S07	7416	Oral presentations
AC9HS5K01	11758	English history
AC9HS5K01	4006	Colonies
AC9HS5K01	4073	International trade
AC9HS5K01	4944	Human settlements
AC9HS5K02	13322	Frontier conflict
AC9HS5K02	266	Aboriginal history
AC9HS5K02	3989	Social history
AC9HS5K02	4006	Colonies
AC9HS5K02	6877	Torres Strait Islander history
AC9HS5K02	8585	Rail transport
AC9HS5K03	1260	Migration
AC9HS5K03	15006	Significant people
AC9HS5K03	266	Aboriginal history
AC9HS5K03	4006	Colonies
AC9HS5K03	6877	Torres Strait Islander history
AC9HS5K04	1068	Environmental influences
AC9HS5K04	13164	Aboriginal and Torres Strait Islander peoples
AC9HS5K04	15435	Sense of place
AC9HS5K04	4520	Countries
AC9HS5K04	4944	Human settlements
AC9HS5K04	5784	Human impact
AC9HS5K05	1068	Environmental influences
AC9HS5K05	2459	Environmental management
AC9HS5K05	2603	Storms
AC9HS5K05	2981	Forest fires
AC9HS5K05	5366	Droughts
AC9HS5K05	6272	Floods
AC9HS5K06	1972	Parliamentarians
AC9HS5K06	3167	Democracy
AC9HS5K06	3784	Civil rights
AC9HS5K06	4941	Social equality
AC9HS5K06	5582	Elections
AC9HS5K06	5832	Fair play
AC9HS5K06	6804	Political leaders
AC9HS5K07	264	Communities
AC9HS5K07	576	Active citizenship
AC9HS5K07	580	Civic responsibility
AC9HS5K07	589	Activism
AC9HS5K07	786	Beliefs
AC9HS5K08	3164	Resources
AC9HS5K08	8087	Needs (Economics)
AC9HS5K08	8699	Scarcity
AC9HS5S01	10745	Inquiry-based learning
AC9HS5S01	15002	Historical inquiry
AC9HS5S01	15059	Research questions
AC9HS5S02	12035	Chronological order
AC9HS5S02	15004	Historical sources
AC9HS5S02	1656	Data representation
AC9HS5S02	1877	Maps (Geographic location)
AC9HS5S02	4828	Data collection
AC9HS5S02	9261	Information retrieval
AC9HS5S03	1190	Right angles
AC9HS5S03	1383	Artefacts
AC9HS5S03	1404	Attitudes
AC9HS5S03	1877	Maps (Geographic location)
AC9HS5S03	4827	Evaluation
AC9HS5S03	786	Beliefs
AC9HS5S04	4825	Data analysis
AC9HS5S04	4827	Evaluation
AC9HS5S04	7608	Reasoning
AC9HS5S05	2954	Evidence
AC9HS5S05	4887	Judgement
AC9HS5S06	16576	Opportunity costs
AC9HS5S06	16627	Action projects
AC9HS5S06	4411	Conversations
AC9HS5S06	4587	Decision making
AC9HS5S06	576	Active citizenship
AC9HS5S07	1656	Data representation
AC9HS5S07	3998	Word meanings
AC9HS5S07	4161	Creating texts
AC9HS5S07	7416	Oral presentations
AC9HS6K01	15006	Significant people
AC9HS6K01	2026	Australian history
AC9HS6K01	2427	Constitutions
AC9HS6K01	3167	Democracy
AC9HS6K01	6069	Federation
AC9HS6K02	1260	Migration
AC9HS6K02	266	Aboriginal history
AC9HS6K02	3167	Democracy
AC9HS6K02	6069	Federation
AC9HS6K02	6080	Women
AC9HS6K02	6877	Torres Strait Islander history
AC9HS6K03	1260	Migration
AC9HS6K03	1812	Asia
AC9HS6K03	2026	Australian history
AC9HS6K03	264	Communities
AC9HS6K03	3989	Social history
AC9HS6K03	576	Active citizenship
AC9HS6K04	1812	Asia
AC9HS6K04	2315	Geographic location
AC9HS6K04	3343	Landforms
AC9HS6K04	4661	Cultural diversity
AC9HS6K04	4944	Human settlements
AC9HS6K05	11627	World history
AC9HS6K05	2079	Environmental hazards
AC9HS6K05	2422	International aid
AC9HS6K05	3970	International relations
AC9HS6K05	4073	International trade
AC9HS6K05	4611	Cultural interaction
AC9HS6K06	2427	Constitutions
AC9HS6K06	3047	Parliaments
AC9HS6K06	3167	Democracy
AC9HS6K06	4331	Constitutional monarchy
AC9HS6K06	658	Law
AC9HS6K06	7291	Judiciary
AC9HS6K07	4092	Intergovernmental relations
AC9HS6K07	4515	Local government
AC9HS6K07	6647	National government
AC9HS6K07	6649	State government
AC9HS6K08	16576	Opportunity costs
AC9HS6K08	2875	Personal finance
AC9HS6K08	4345	Consumer sovereignty
AC9HS6S01	10745	Inquiry-based learning
AC9HS6S01	15002	Historical inquiry
AC9HS6S01	15059	Research questions
AC9HS6S02	12035	Chronological order
AC9HS6S02	15004	Historical sources
AC9HS6S02	1656	Data representation
AC9HS6S02	1877	Maps (Geographic location)
AC9HS6S02	4828	Data collection
AC9HS6S02	9261	Information retrieval
AC9HS6S03	1190	Right angles
AC9HS6S03	1383	Artefacts
AC9HS6S03	1404	Attitudes
AC9HS6S03	1877	Maps (Geographic location)
AC9HS6S03	4827	Evaluation
AC9HS6S03	786	Beliefs
AC9HS6S04	4825	Data analysis
AC9HS6S04	4827	Evaluation
AC9HS6S04	7608	Reasoning
AC9HS6S05	2954	Evidence
AC9HS6S05	4887	Judgement
AC9HS6S06	16576	Opportunity costs
AC9HS6S06	16627	Action projects
AC9HS6S06	4411	Conversations
AC9HS6S06	4587	Decision making
AC9HS6S06	576	Active citizenship
AC9HS6S07	1656	Data representation
AC9HS6S07	3998	Word meanings
AC9HS6S07	4161	Creating texts
AC9HS6S07	7416	Oral presentations
AC9HSFK01	6010	Family histories
AC9HSFK01	6012	Family relationship
AC9HSFK02	23	Celebrations
AC9HSFK02	6010	Family histories
AC9HSFK02	6875	Personal histories
AC9HSFK03	15435	Sense of place
AC9HSFK03	4319	Environmental stewardship
AC9HSFK03	4676	Heritage
AC9HSFK04	13164	Aboriginal and Torres Strait Islander peoples
AC9HSFK04	15435	Sense of place
AC9HSFS01	10745	Inquiry-based learning
AC9HSFS01	1383	Artefacts
AC9HSFS01	15002	Historical inquiry
AC9HSFS01	15059	Research questions
AC9HSFS01	9631	Observations (Data)
AC9HSFS02	12481	Timelines
AC9HSFS02	1656	Data representation
AC9HSFS02	1877	Maps (Geographic location)
AC9HSFS02	4828	Data collection
AC9HSFS02	9261	Information retrieval
AC9HSFS02	9631	Observations (Data)
AC9HSFS03	1404	Attitudes
AC9HSFS04	4887	Judgement
AC9HSFS05	3998	Word meanings
AC9HSFS05	4161	Creating texts
AC9HSFS05	7416	Oral presentations
AC9LC10C01	1404	Attitudes
AC9LC10C01	15358	Interjections
AC9LC10C01	362	Personal identity
AC9LC10C01	7250	Japanese language
AC9LC10C01	987	Social relations
AC9LC10C02	1404	Attitudes
AC9LC10C02	3017	Planning
AC9LC10C02	3135	Chinese languages
AC9LC10C02	4278	Negotiation
AC9LC10C02	4279	Problem solving
AC9LC10C03	13856	Text purpose
AC9LC10C03	1656	Data representation
AC9LC10C03	16928	Evaluating texts
AC9LC10C03	3135	Chinese languages
AC9LC10C03	5991	Texts
AC9LC10C04	14151	Translation (Language)
AC9LC10C04	3135	Chinese languages
AC9LC10C04	4103	Nonverbal communication
AC9LC10C04	4370	Cultural contexts
AC9LC10C04	4611	Cultural interaction
AC9LC10C05	1023	Literary devices
AC9LC10C05	13856	Text purpose
AC9LC10C05	3135	Chinese languages
AC9LC10C05	3274	Grammar
AC9LC10C05	4161	Creating texts
AC9LC10C05	7246	Japanese script
AC9LC10EC01	1404	Attitudes
AC9LC10EC01	15358	Interjections
AC9LC10EC01	3135	Chinese languages
AC9LC10EC01	362	Personal identity
AC9LC10EC01	987	Social relations
AC9LC10EC02	1404	Attitudes
AC9LC10EC02	3135	Chinese languages
AC9LC10EC02	4412	Discussions (Texts)
AC9LC10EC02	4586	Critical thinking
AC9LC10EC02	8615	Questions (Sentences)
AC9LC10EC03	1404	Attitudes
AC9LC10EC03	3017	Planning
AC9LC10EC03	3135	Chinese languages
AC9LC10EC03	4278	Negotiation
AC9LC10EC03	4279	Problem solving
AC9LC10EC04	1656	Data representation
AC9LC10EC04	16928	Evaluating texts
AC9LC10EC04	3135	Chinese languages
AC9LC10EC04	4370	Cultural contexts
AC9LC10EC04	5991	Texts
AC9LC10EC05	14151	Translation (Language)
AC9LC10EC05	3135	Chinese languages
AC9LC10EC05	4103	Nonverbal communication
AC9LC10EC05	4370	Cultural contexts
AC9LC10EC05	4611	Cultural interaction
AC9LC10EC06	13856	Text purpose
AC9LC10EC06	3135	Chinese languages
AC9LC10EC06	3274	Grammar
AC9LC10EC06	3662	Chinese scripts
AC9LC10EC06	4161	Creating texts
AC9LC10EC06	5991	Texts
AC9LC10EU01	15085	Speech sounds
AC9LC10EU01	15585	Standard Chinese
AC9LC10EU01	15600	Tone contours
AC9LC10EU01	3135	Chinese languages
AC9LC10EU01	3664	Chinese characters
AC9LC10EU01	7251	Katakana
AC9LC10EU02	15341	Japanese verb groups
AC9LC10EU02	3135	Chinese languages
AC9LC10EU02	3274	Grammar
AC9LC10EU02	3662	Chinese scripts
AC9LC10EU02	3664	Chinese characters
AC9LC10EU02	9310	Language conventions
AC9LC10EU03	13075	Loanwords
AC9LC10EU03	15065	Language modes
AC9LC10EU03	15097	Language usage
AC9LC10EU03	3135	Chinese languages
AC9LC10EU03	9366	Metalanguage
AC9LC10EU04	16875	Chinese peoples
AC9LC10EU04	278	Cultural identity
AC9LC10EU04	362	Personal identity
AC9LC10EU04	4611	Cultural interaction
AC9LC10U01	15085	Speech sounds
AC9LC10U01	15585	Standard Chinese
AC9LC10U01	15600	Tone contours
AC9LC10U01	3135	Chinese languages
AC9LC10U01	3664	Chinese characters
AC9LC10U01	7251	Katakana
AC9LC10U02	3135	Chinese languages
AC9LC10U02	3274	Grammar
AC9LC10U02	3662	Chinese scripts
AC9LC10U02	3669	Radicals (Characters)
AC9LC10U02	3671	Compound characters
AC9LC10U02	9310	Language conventions
AC9LC10U03	13075	Loanwords
AC9LC10U03	15065	Language modes
AC9LC10U03	15097	Language usage
AC9LC10U03	3135	Chinese languages
AC9LC10U03	9366	Metalanguage
AC9LC10U04	16875	Chinese peoples
AC9LC10U04	278	Cultural identity
AC9LC10U04	3135	Chinese languages
AC9LC10U04	362	Personal identity
AC9LC10U04	4611	Cultural interaction
AC9LC2C01	3135	Chinese languages
AC9LC2C01	362	Personal identity
AC9LC2C01	6701	Greetings
AC9LC2C01	7136	Instructions
AC9LC2C01	987	Social relations
AC9LC2C02	10037	Educational games
AC9LC2C02	3135	Chinese languages
AC9LC2C02	3975	Cooperation
AC9LC2C02	550	Gestures
AC9LC2C02	574	Action songs
AC9LC2C03	16928	Evaluating texts
AC9LC2C03	3135	Chinese languages
AC9LC2C03	4138	Prospectuses
AC9LC2C03	550	Gestures
AC9LC2C03	5991	Texts
AC9LC2C04	14151	Translation (Language)
AC9LC2C04	3135	Chinese languages
AC9LC2C04	4370	Cultural contexts
AC9LC2C04	4611	Cultural interaction
AC9LC2C04	6701	Greetings
AC9LC2C05	3662	Chinese scripts
AC9LC2C05	15555	Bilingual texts
AC9LC2C05	3135	Chinese languages
AC9LC2C05	4161	Creating texts
AC9LC2C05	5991	Texts
AC9LC2U01	15600	Tone contours
AC9LC2U01	3135	Chinese languages
AC9LC2U01	7200	Intonation
AC9LC2U01	7251	Katakana
AC9LC2U01	9350	Pronunciation
AC9LC2U02	3135	Chinese languages
AC9LC2U02	3274	Grammar
AC9LC2U02	4158	Sentences (Grammar)
AC9LC2U02	9310	Language conventions
AC9LC2U03	13075	Loanwords
AC9LC2U03	3135	Chinese languages
AC9LC2U03	3274	Grammar
AC9LC2U03	9310	Language conventions
AC9LC2U03	9366	Metalanguage
AC9LC2U04	16875	Chinese peoples
AC9LC2U04	1962	Cultural awareness
AC9LC2U04	278	Cultural identity
AC9LC2U04	4611	Cultural interaction
AC9LC4C01	1404	Attitudes
AC9LC4C01	3135	Chinese languages
AC9LC4C01	362	Personal identity
AC9LC4C01	8615	Questions (Sentences)
AC9LC4C01	987	Social relations
AC9LC4C02	10037	Educational games
AC9LC4C02	11516	Classroom activities
AC9LC4C02	3017	Planning
AC9LC4C02	3135	Chinese languages
AC9LC4C02	3975	Cooperation
AC9LC4C03	1656	Data representation
AC9LC4C03	16928	Evaluating texts
AC9LC4C03	3135	Chinese languages
AC9LC4C03	4138	Prospectuses
AC9LC4C03	5991	Texts
AC9LC4C04	14151	Translation (Language)
AC9LC4C04	16875	Chinese peoples
AC9LC4C04	3135	Chinese languages
AC9LC4C04	4370	Cultural contexts
AC9LC4C04	4611	Cultural interaction
AC9LC4C05	15555	Bilingual texts
AC9LC4C05	3135	Chinese languages
AC9LC4C05	3662	Chinese scripts
AC9LC4C05	4161	Creating texts
AC9LC4C05	5991	Texts
AC9LC4U01	15085	Speech sounds
AC9LC4U01	15585	Standard Chinese
AC9LC4U01	15600	Tone contours
AC9LC4U01	3135	Chinese languages
AC9LC4U01	3682	Pinyin
AC9LC4U01	7200	Intonation
AC9LC4U02	16668	Word order
AC9LC4U02	3135	Chinese languages
AC9LC4U02	3274	Grammar
AC9LC4U02	3662	Chinese scripts
AC9LC4U02	9310	Language conventions
AC9LC4U03	13037	Register (Language)
AC9LC4U03	3135	Chinese languages
AC9LC4U03	3274	Grammar
AC9LC4U03	9310	Language conventions
AC9LC4U03	9366	Metalanguage
AC9LC4U04	16875	Chinese peoples
AC9LC4U04	278	Cultural identity
AC9LC4U04	3135	Chinese languages
AC9LC4U04	362	Personal identity
AC9LC4U04	4611	Cultural interaction
AC9LC6C01	1404	Attitudes
AC9LC6C01	3135	Chinese languages
AC9LC6C01	362	Personal identity
AC9LC6C01	8615	Questions (Sentences)
AC9LC6C01	987	Social relations
AC9LC6C02	11516	Classroom activities
AC9LC6C02	3017	Planning
AC9LC6C02	3135	Chinese languages
AC9LC6C02	3975	Cooperation
AC9LC6C02	4278	Negotiation
AC9LC6C03	1656	Data representation
AC9LC6C03	16928	Evaluating texts
AC9LC6C03	5991	Texts
AC9LC6C03	7988	Multimodal texts
AC9LC6C03	4138	Prospectuses
AC9LC6C04	14151	Translation (Language)
AC9LC6C04	3135	Chinese languages
AC9LC6C04	4103	Nonverbal communication
AC9LC6C04	4370	Cultural contexts
AC9LC6C04	4611	Cultural interaction
AC9LC6C05	15555	Bilingual texts
AC9LC6C05	3135	Chinese languages
AC9LC6C05	4161	Creating texts
AC9LC6C05	5991	Texts
AC9LC6C05	7246	Japanese script
AC9LC6U01	15085	Speech sounds
AC9LC6U01	15585	Standard Chinese
AC9LC6U01	15600	Tone contours
AC9LC6U01	3135	Chinese languages
AC9LC6U01	3682	Pinyin
AC9LC6U01	7200	Intonation
AC9LC6U02	3135	Chinese languages
AC9LC6U02	3274	Grammar
AC9LC6U02	3467	Text structure
AC9LC6U02	7442	Vocabularies
AC9LC6U02	9310	Language conventions
AC9LC6U03	13037	Register (Language)
AC9LC6U03	13075	Loanwords
AC9LC6U03	3135	Chinese languages
AC9LC6U03	3274	Grammar
AC9LC6U03	9366	Metalanguage
AC9LC6U04	16875	Chinese peoples
AC9LC6U04	1962	Cultural awareness
AC9LC6U04	278	Cultural identity
AC9LC6U04	3135	Chinese languages
AC9LC6U04	4611	Cultural interaction
AC9LC8C01	1404	Attitudes
AC9LC8C01	3135	Chinese languages
AC9LC8C01	362	Personal identity
AC9LC8C01	8615	Questions (Sentences)
AC9LC8C01	987	Social relations
AC9LC8C02	3017	Planning
AC9LC8C02	3135	Chinese languages
AC9LC8C02	3975	Cooperation
AC9LC8C02	4278	Negotiation
AC9LC8C02	4279	Problem solving
AC9LC8C03	1656	Data representation
AC9LC8C03	16928	Evaluating texts
AC9LC8C03	3135	Chinese languages
AC9LC8C03	4370	Cultural contexts
AC9LC8C03	7988	Multimodal texts
AC9LC8C04	14151	Translation (Language)
AC9LC8C04	3135	Chinese languages
AC9LC8C04	4103	Nonverbal communication
AC9LC8C04	4611	Cultural interaction
AC9LC8C05	15065	Language modes
AC9LC8C05	3135	Chinese languages
AC9LC8C05	3274	Grammar
AC9LC8C05	3664	Chinese characters
AC9LC8C05	3682	Pinyin
AC9LC8C05	4161	Creating texts
AC9LC8EC01	1404	Attitudes
AC9LC8EC01	3135	Chinese languages
AC9LC8EC01	362	Personal identity
AC9LC8EC01	4103	Nonverbal communication
AC9LC8EC01	987	Social relations
AC9LC8EC02	11516	Classroom activities
AC9LC8EC02	3135	Chinese languages
AC9LC8EC02	6701	Greetings
AC9LC8EC02	7136	Instructions
AC9LC8EC02	987	Social relations
AC9LC8EC03	11516	Classroom activities
AC9LC8EC03	3017	Planning
AC9LC8EC03	3135	Chinese languages
AC9LC8EC03	3975	Cooperation
AC9LC8EC03	554	Role-playing
AC9LC8EC04	1656	Data representation
AC9LC8EC04	16928	Evaluating texts
AC9LC8EC04	3135	Chinese languages
AC9LC8EC04	4370	Cultural contexts
AC9LC8EC04	5991	Texts
AC9LC8EC05	14151	Translation (Language)
AC9LC8EC05	3135	Chinese languages
AC9LC8EC05	4370	Cultural contexts
AC9LC8EC05	4586	Critical thinking
AC9LC8EC05	4611	Cultural interaction
AC9LC8EC06	15065	Language modes
AC9LC8EC06	3135	Chinese languages
AC9LC8EC06	3274	Grammar
AC9LC8EC06	3664	Chinese characters
AC9LC8EC06	3682	Pinyin
AC9LC8EC06	4161	Creating texts
AC9LC8EU01	15065	Language modes
AC9LC8EU01	15085	Speech sounds
AC9LC8EU01	15585	Standard Chinese
AC9LC8EU01	15600	Tone contours
AC9LC8EU01	3135	Chinese languages
AC9LC8EU01	7200	Intonation
AC9LC8EU02	3135	Chinese languages
AC9LC8EU02	3274	Grammar
AC9LC8EU02	3459	Character structures
AC9LC8EU02	4158	Sentences (Grammar)
AC9LC8EU02	7248	Kanji
AC9LC8EU02	9310	Language conventions
AC9LC8EU03	13037	Register (Language)
AC9LC8EU03	13075	Loanwords
AC9LC8EU03	15097	Language usage
AC9LC8EU03	3135	Chinese languages
AC9LC8EU03	3274	Grammar
AC9LC8EU03	9366	Metalanguage
AC9LC8EU04	278	Cultural identity
AC9LC8EU04	3135	Chinese languages
AC9LC8EU04	362	Personal identity
AC9LC8EU04	4611	Cultural interaction
AC9LC8EU04	4661	Cultural diversity
AC9LC8U01	15065	Language modes
AC9LC8U01	15085	Speech sounds
AC9LC8U01	15585	Standard Chinese
AC9LC8U01	15600	Tone contours
AC9LC8U01	3135	Chinese languages
AC9LC8U01	7200	Intonation
AC9LC8U02	16929	Character components
AC9LC8U02	3135	Chinese languages
AC9LC8U02	3274	Grammar
AC9LC8U02	3662	Chinese scripts
AC9LC8U02	4158	Sentences (Grammar)
AC9LC8U02	7248	Kanji
AC9LC8U03	13075	Loanwords
AC9LC8U03	15097	Language usage
AC9LC8U03	3135	Chinese languages
AC9LC8U03	3274	Grammar
AC9LC8U03	3669	Radicals (Characters)
AC9LC8U03	9366	Metalanguage
AC9LC8U04	278	Cultural identity
AC9LC8U04	3135	Chinese languages
AC9LC8U04	362	Personal identity
AC9LC8U04	4611	Cultural interaction
AC9LC8U04	4661	Cultural diversity
AC9LCF01	1121	Play (Recreation)
AC9LCF01	3135	Chinese languages
AC9LCF01	362	Personal identity
AC9LCF01	6701	Greetings
AC9LCF01	987	Social relations
AC9LCF02	10037	Educational games
AC9LCF02	15600	Tone contours
AC9LCF02	3135	Chinese languages
AC9LCF02	3664	Chinese characters
AC9LCF02	3682	Pinyin
AC9LCF03	16875	Chinese peoples
AC9LCF03	1962	Cultural awareness
AC9LCF03	278	Cultural identity
AC9LCF03	3135	Chinese languages
AC9LCF03	4611	Cultural interaction
AC9LF10C01	1404	Attitudes
AC9LF10C01	362	Personal identity
AC9LF10C01	6407	French language
AC9LF10C01	7201	Speaking
AC9LF10C01	987	Social relations
AC9LF10C02	1404	Attitudes
AC9LF10C02	3017	Planning
AC9LF10C02	4278	Negotiation
AC9LF10C02	4279	Problem solving
AC9LF10C02	6407	French language
AC9LF10C03	13856	Text purpose
AC9LF10C03	1656	Data representation
AC9LF10C03	16928	Evaluating texts
AC9LF10C03	5991	Texts
AC9LF10C03	6407	French language
AC9LF10C04	14151	Translation (Language)
AC9LF10C04	4103	Nonverbal communication
AC9LF10C04	4370	Cultural contexts
AC9LF10C04	4611	Cultural interaction
AC9LF10C04	6407	French language
AC9LF10C05	1023	Literary devices
AC9LF10C05	13856	Text purpose
AC9LF10C05	3274	Grammar
AC9LF10C05	4161	Creating texts
AC9LF10C05	6407	French language
AC9LF10C05	7246	Japanese script
AC9LF10EC01	1404	Attitudes
AC9LF10EC01	362	Personal identity
AC9LF10EC01	6407	French language
AC9LF10EC01	7201	Speaking
AC9LF10EC01	987	Social relations
AC9LF10EC02	10486	Discussion groups
AC9LF10EC02	1404	Attitudes
AC9LF10EC02	4244	Concepts
AC9LF10EC02	6407	French language
AC9LF10EC02	8615	Questions (Sentences)
AC9LF10EC03	1404	Attitudes
AC9LF10EC03	3017	Planning
AC9LF10EC03	4278	Negotiation
AC9LF10EC03	4279	Problem solving
AC9LF10EC03	4586	Critical thinking
AC9LF10EC04	13856	Text purpose
AC9LF10EC04	1656	Data representation
AC9LF10EC04	16928	Evaluating texts
AC9LF10EC04	5991	Texts
AC9LF10EC04	6407	French language
AC9LF10EC05	14151	Translation (Language)
AC9LF10EC05	4103	Nonverbal communication
AC9LF10EC05	4370	Cultural contexts
AC9LF10EC05	4611	Cultural interaction
AC9LF10EC05	6407	French language
AC9LF10EC06	1023	Literary devices
AC9LF10EC06	13856	Text purpose
AC9LF10EC06	3274	Grammar
AC9LF10EC06	4161	Creating texts
AC9LF10EC06	6407	French language
AC9LF10EC06	7246	Japanese script
AC9LF10EU01	1161	Spoken texts
AC9LF10EU01	15085	Speech sounds
AC9LF10EU01	6407	French language
AC9LF10EU01	7251	Katakana
AC9LF10EU01	8932	Stress (Speech)
AC9LF10EU02	16660	Reflexive verbs
AC9LF10EU02	3274	Grammar
AC9LF10EU02	6407	French language
AC9LF10EU02	7915	Linguistic modality
AC9LF10EU02	7955	Mood (Verbs)
AC9LF10EU02	9310	Language conventions
AC9LF10EU03	13075	Loanwords
AC9LF10EU03	15065	Language modes
AC9LF10EU03	15097	Language usage
AC9LF10EU03	6407	French language
AC9LF10EU03	9366	Metalanguage
AC9LF10EU04	16879	French peoples
AC9LF10EU04	278	Cultural identity
AC9LF10EU04	362	Personal identity
AC9LF10EU04	4611	Cultural interaction
AC9LF10EU04	6407	French language
AC9LF10U01	1161	Spoken texts
AC9LF10U01	15085	Speech sounds
AC9LF10U01	6407	French language
AC9LF10U01	7251	Katakana
AC9LF10U01	8932	Stress (Speech)
AC9LF10U02	15085	Speech sounds
AC9LF10U02	3274	Grammar
AC9LF10U02	6407	French language
AC9LF10U02	7915	Linguistic modality
AC9LF10U02	7955	Mood (Verbs)
AC9LF10U02	9310	Language conventions
AC9LF10U03	13075	Loanwords
AC9LF10U03	15065	Language modes
AC9LF10U03	15097	Language usage
AC9LF10U03	6407	French language
AC9LF10U03	9366	Metalanguage
AC9LF10U04	16879	French peoples
AC9LF10U04	278	Cultural identity
AC9LF10U04	362	Personal identity
AC9LF10U04	4611	Cultural interaction
AC9LF10U04	6407	French language
AC9LF2C01	362	Personal identity
AC9LF2C01	6407	French language
AC9LF2C01	6701	Greetings
AC9LF2C01	7136	Instructions
AC9LF2C01	987	Social relations
AC9LF2C02	10037	Educational games
AC9LF2C02	3975	Cooperation
AC9LF2C02	550	Gestures
AC9LF2C02	574	Action songs
AC9LF2C02	6407	French language
AC9LF2C03	16928	Evaluating texts
AC9LF2C03	4138	Prospectuses
AC9LF2C03	550	Gestures
AC9LF2C03	5991	Texts
AC9LF2C03	6407	French language
AC9LF2C04	14151	Translation (Language)
AC9LF2C04	4370	Cultural contexts
AC9LF2C04	4611	Cultural interaction
AC9LF2C04	6407	French language
AC9LF2C04	6701	Greetings
AC9LF2C05	15555	Bilingual texts
AC9LF2C05	4161	Creating texts
AC9LF2C05	5991	Texts
AC9LF2C05	6407	French language
AC9LF2C05	7442	Vocabularies
AC9LF2U01	7200	Intonation
AC9LF2U01	7201	Speaking
AC9LF2U01	7251	Katakana
AC9LF2U01	7447	Modern Latin alphabet
AC9LF2U01	9310	Language conventions
AC9LF2U01	9350	Pronunciation
AC9LF2U02	13000	Articles (Grammar)
AC9LF2U02	3274	Grammar
AC9LF2U02	4158	Sentences (Grammar)
AC9LF2U02	6407	French language
AC9LF2U02	7447	Modern Latin alphabet
AC9LF2U02	9310	Language conventions
AC9LF2U03	13075	Loanwords
AC9LF2U03	15565	Cognates
AC9LF2U03	3274	Grammar
AC9LF2U03	6407	French language
AC9LF2U03	9366	Metalanguage
AC9LF2U04	16879	French peoples
AC9LF2U04	1962	Cultural awareness
AC9LF2U04	278	Cultural identity
AC9LF2U04	4611	Cultural interaction
AC9LF4C01	1404	Attitudes
AC9LF4C01	362	Personal identity
AC9LF4C01	6407	French language
AC9LF4C01	8615	Questions (Sentences)
AC9LF4C01	987	Social relations
AC9LF4C02	10037	Educational games
AC9LF4C02	11516	Classroom activities
AC9LF4C02	3017	Planning
AC9LF4C02	3975	Cooperation
AC9LF4C02	6407	French language
AC9LF4C03	1656	Data representation
AC9LF4C03	16928	Evaluating texts
AC9LF4C03	4138	Prospectuses
AC9LF4C03	5991	Texts
AC9LF4C03	6407	French language
AC9LF4C04	14151	Translation (Language)
AC9LF4C04	16879	French peoples
AC9LF4C04	4370	Cultural contexts
AC9LF4C04	4611	Cultural interaction
AC9LF4C04	6407	French language
AC9LF4C05	15065	Language modes
AC9LF4C05	15555	Bilingual texts
AC9LF4C05	4161	Creating texts
AC9LF4C05	5991	Texts
AC9LF4C05	6407	French language
AC9LF4U01	6407	French language
AC9LF4U01	7200	Intonation
AC9LF4U01	7447	Modern Latin alphabet
AC9LF4U01	9310	Language conventions
AC9LF4U01	9347	Accents (Speech)
AC9LF4U01	9350	Pronunciation
AC9LF4U02	16666	Syntax
